"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Bisbaumannia_pacifica_CARE-V15","Bisbaumannia_pacifica_M31","Bisbaumannia_pacifica_NBRC_102220","Halomonas_salifodinae_A2","Halomonas_salifodinae_IM328","Halomonas_salifodinae_JCM_14803"
"group_8911","ccr","Crotonyl-CoA reductase","1","1","1","1","2924","134","9","","1199","1199","1199","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3750"
"group_8912","","hypothetical protein","1","1","1","1","2921","134","5","","566","566","566","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3752"
"group_8913","panE_2","2-dehydropantoate 2-reductase","1","1","1","1","2918","1338","1","","938","938","938","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3754"
"group_8914","","hypothetical protein","1","1","1","1","2915","612","11","","1808","1808","1808","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3756"
"group_8915","prsE_3","Type I secretion system membrane fusion protein PrsE","1","1","1","1","2913","612","10","","1424","1424","1424","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3758"
"vraR","","Response regulator protein VraR","1","1","1","1","2912","612","9","","608","608","608","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3759"
"group_8917","","hypothetical protein","1","1","1","1","2911","612","8","","506","506","506","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3760"
"group_8918","","hypothetical protein","1","1","1","21","2","1210","1","Investigate","359","359","359","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3762"
"group_8919","","hypothetical protein","1","1","1","21","1","1210","2","Investigate","206","206","206","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3763"
"group_892","","IS5 family transposase ISPs1","1","1","1","1","4761","47","11","","368","368","368","","","","","Halomonas_salifodinae_00959",""
"group_8920","","hypothetical protein","1","1","1","17","3","1152","3","","350","350","350","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3765"
"group_8921","","hypothetical protein","1","1","1","17","2","1152","2","","290","290","290","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3766"
"group_8922","","hypothetical protein","1","1","1","17","1","1152","1","","233","233","233","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3767"
"group_8923","","hypothetical protein","1","1","1","20","1","1213","1","Investigate","1001","1001","1001","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3768"
"group_8924","","IS3 family transposase ISPa133","1","1","1","19","2","1171","1","Investigate","293","293","293","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3770"
"group_8925","","IS3 family transposase ISPa133","1","1","1","19","1","1171","2","Investigate","809","809","809","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3771"
"group_8926","","IS3 family transposase ISAzs24","1","1","1","18","2","1207","1","Investigate","320","320","320","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3772"
"group_8927","","IS3 family transposase ISAli4","1","1","1","18","1","1207","2","Investigate","905","905","905","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3773"
"group_8928","","hypothetical protein","1","1","1","16","3","1119","1","","266","266","266","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3774"
"group_8929","","hypothetical protein","1","1","1","16","4","1119","2","","230","230","230","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3775"
"group_893","","IS5 family transposase ISPs1","1","1","1","1","9324","47","19","","368","368","368","","","","","Halomonas_salifodinae_00996",""
"group_8930","","hypothetical protein","1","1","1","16","2","1119","4","","185","185","185","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3776"
"intS","","Prophage integrase IntS","1","1","1","16","1","1119","3","","1196","1196","1196","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3777"
"dut_2","","Deoxyuridine 5'-triphosphate nucleotidohydrolase","1","1","1","15","3","1122","1","","416","416","416","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3778"
"group_8933","","hypothetical protein","1","1","1","15","4","1122","2","","245","245","245","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3779"
"group_8934","","hypothetical protein","1","1","1","15","2","1122","3","","617","617","617","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3780"
"group_8935","","hypothetical protein","1","1","1","15","1","1122","4","","203","203","203","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3781"
"group_8936","mtgA","Biosynthetic peptidoglycan transglycosylase","1","1","1","1","6884","","","","707","707","707","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3786"
"catA_4","","Catechol 1,2-dioxygenase","1","1","1","1","1668","18","61","","350","350","350","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3787"
"group_8938","ydcO_3","Inner membrane protein YdcO","1","1","1","1","1724","18","1","","1196","1196","1196","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3793"
"group_8939","","hypothetical protein","1","1","1","1","6876","1158","2","","641","641","641","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3794"
"group_894","","IS5 family transposase ISPst8","1","1","1","1","4766","47","6","","368","368","368","","","","","Halomonas_salifodinae_00954",""
"group_8940","","hypothetical protein","1","1","1","1","6877","1158","1","","1808","1808","1808","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3795"
"group_8941","","hypothetical protein","1","1","1","1","7589","597","24","","1748","1748","1748","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3804"
"cobN","","Aerobic cobaltochelatase subunit CobN","1","1","1","1","7585","597","31","","4079","4079","4079","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3807"
"group_8943","","hypothetical protein","1","1","1","1","7584","597","32","","1229","1229","1229","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3808"
"group_8944","cobJ","Precorrin-3B C(17)-methyltransferase","1","1","1","1","7581","597","35","","770","770","770","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3811"
"group_8945","cobL","Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]","1","1","1","1","7578","597","37","","1223","1223","1223","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3813"
"group_8946","","hypothetical protein","1","1","1","1","7573","1118","1","","728","728","728","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3818"
"group_8947","","hypothetical protein","1","1","1","1","7572","1118","2","","776","776","776","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3819"
"group_8948","","hypothetical protein","1","1","1","1","7570","1118","4","","470","470","470","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3821"
"group_8949","","hypothetical protein","1","1","1","1","7214","1","55","","488","488","488","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3824"
"group_895","","IS5 family transposase ISPs1","1","1","1","1","5154","3","98","","368","368","368","","ac2c10d1bfd924169bd1a7f9d07d0dbc_1205","","","",""
"group_8950","","hypothetical protein","1","1","1","1","7215","1","56","","341","341","341","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3825"
"group_8951","","hypothetical protein","1","1","1","1","7216","1","57","","200","200","200","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3826"
"ssb_2","","Single-stranded DNA-binding protein","1","1","1","1","7217","1","58","","470","470","470","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3827"
"group_8953","","hypothetical protein","1","1","1","1","7218","1","59","","686","686","686","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3828"
"group_8954","","hypothetical protein","1","1","1","1","7219","1","60","","149","149","149","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3829"
"group_8955","","hypothetical protein","1","1","1","1","7220","1","61","","311","311","311","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3830"
"group_8956","","hypothetical protein","1","1","1","1","7221","1","62","","308","308","308","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3831"
"group_8957","","hypothetical protein","1","1","1","1","7222","1","63","","401","401","401","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3832"
"group_8958","","hypothetical protein","1","1","1","1","7223","1","64","","296","296","296","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3833"
"group_8959","","hypothetical protein","1","1","1","1","7224","1","65","","170","170","170","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3834"
"group_8960","","hypothetical protein","1","1","1","1","7225","1","66","","329","329","329","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3835"
"group_8961","","hypothetical protein","1","1","1","1","7226","1","67","","152","152","152","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3836"
"group_8962","","hypothetical protein","1","1","1","1","7227","1","68","","212","212","212","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3837"
"group_8963","","hypothetical protein","1","1","1","1","7228","1","69","","191","191","191","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3838"
"group_8964","","hypothetical protein","1","1","1","1","7229","1","70","","224","224","224","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3839"
"group_8965","","hypothetical protein","1","1","1","1","7230","1","71","","224","224","224","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3840"
"group_8966","","hypothetical protein","1","1","1","1","7231","1","72","","407","407","407","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3841"
"group_8967","","hypothetical protein","1","1","1","1","7232","1","73","","533","533","533","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3842"
"group_8968","","hypothetical protein","1","1","1","1","7233","1","74","","386","386","386","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3843"
"group_8969","prtR_1","HTH-type transcriptional regulator PrtR","1","1","1","1","7234","1","75","","521","521","521","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3844"
"group_8970","","hypothetical protein","1","1","1","1","7235","1","76","","215","215","215","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3845"
"group_8971","","hypothetical protein","1","1","1","1","7236","1","77","","446","446","446","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3846"
"group_8972","","hypothetical protein","1","1","1","1","7237","1","78","","209","209","209","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3847"
"group_8973","","hypothetical protein","1","1","1","1","7238","1","79","","257","257","257","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3848"
"group_8974","","hypothetical protein","1","1","1","1","7239","1","80","","2777","2777","2777","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3849"
"group_8975","","hypothetical protein","1","1","1","1","7240","1","81","","560","560","560","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3850"
"group_8976","","hypothetical protein","1","1","1","1","7241","1","82","","236","236","236","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3851"
"group_8977","","hypothetical protein","1","1","1","1","7242","1","83","","200","200","200","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3852"
"group_8978","","hypothetical protein","1","1","1","1","7243","1","84","","281","281","281","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3853"
"group_8979","","hypothetical protein","1","1","1","1","7244","1","85","","470","470","470","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3854"
"group_8980","","hypothetical protein","1","1","1","1","7245","1","86","","419","419","419","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3855"
"group_8981","","hypothetical protein","1","1","1","1","7246","1","87","","470","470","470","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3856"
"group_8982","","hypothetical protein","1","1","1","1","7247","1","88","","1133","1133","1133","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3857"
"group_8983","","hypothetical protein","1","1","1","1","7248","1","89","","665","665","665","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3858"
"group_8984","","hypothetical protein","1","1","1","1","7249","1","90","","254","254","254","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3859"
"group_8985","","hypothetical protein","1","1","1","1","7250","1","91","","257","257","257","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3860"
"group_8986","","hypothetical protein","1","1","1","1","7251","1","92","","614","614","614","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3861"
"group_8987","","hypothetical protein","1","1","1","1","7252","1","93","","509","509","509","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3864"
"group_8988","","hypothetical protein","1","1","1","1","7253","1","94","","254","254","254","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3865"
"group_8989","","hypothetical protein","1","1","1","1","7254","1","95","","188","188","188","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3866"
"group_8990","","hypothetical protein","1","1","1","1","7255","1","96","","308","308","308","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3867"
"group_8991","","hypothetical protein","1","1","1","1","7256","1","97","","359","359","359","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3868"
"group_8992","","hypothetical protein","1","1","1","1","7257","1","98","","185","185","185","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3869"
"group_8993","","hypothetical protein","1","1","1","1","7258","1","99","","131","131","131","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3870"
"group_8994","","hypothetical protein","1","1","1","1","7259","1","100","","164","164","164","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3871"
"group_8995","","hypothetical protein","1","1","1","1","7260","1","101","","899","899","899","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3872"
"group_8996","","hypothetical protein","1","1","1","1","7261","1","102","","479","479","479","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3873"
"group_8997","","hypothetical protein","1","1","1","1","7262","1","103","","1319","1319","1319","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3874"
"group_8998","","hypothetical protein","1","1","1","1","7263","1","104","","371","371","371","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3875"
"group_8999","","hypothetical protein","1","1","1","1","7264","1","105","","2330","2330","2330","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3876"
"group_9","","hypothetical protein","1","1","1","1","725","39","36","","122","122","122","","","","","Halomonas_salifodinae_00708",""
"group_9000","","hypothetical protein","1","1","1","1","7265","1","106","","116","116","116","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3877"
"group_9001","","hypothetical protein","1","1","1","1","7266","1","107","","227","227","227","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3878"
"group_9002","","hypothetical protein","1","1","1","1","7267","1","108","","923","923","923","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3879"
"group_9003","","hypothetical protein","1","1","1","1","7268","1","109","","1040","1040","1040","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3880"
"group_9004","","hypothetical protein","1","1","1","1","7269","1","110","","470","470","470","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3881"
"group_9005","","hypothetical protein","1","1","1","1","7270","1","111","","320","320","320","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3882"
"group_9006","","hypothetical protein","1","1","1","1","7271","1","112","","662","662","662","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3883"
"group_9007","","hypothetical protein","1","1","1","1","7272","1","113","","695","695","695","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3884"
"group_9008","","hypothetical protein","1","1","1","1","7273","1","114","","2057","2057","2057","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3885"
"group_9009","","hypothetical protein","1","1","1","1","7274","1","115","","2300","2300","2300","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3886"
"group_9010","","hypothetical protein","1","1","1","1","7275","1","116","","803","803","803","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3887"
"group_9011","","hypothetical protein","1","1","1","1","7276","1","117","","362","362","362","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3888"
"group_9012","","hypothetical protein","1","1","1","1","7277","1","118","","1001","1001","1001","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3889"
"group_9013","","hypothetical protein","1","1","1","1","7278","1","119","","650","650","650","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3890"
